_id,seller_id,categories,product_name,price,image,about,discount,quantity,stock,__v
63de542b8e4d0f2396cf9f87,rohitshaw340@gmail.com,Groceries,Fortune Mogra Rice,350,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/sliding_image/400776a.jpg?ts=1583238140",Fortune Mogra Basmati rice is a fine variety of basmati that you can relish every day. Its range is specially processed and carefully segregated based on grain size. On cooking the grains do not stick together and become flavorsome. The result is an irresistible serving that delights everyone’s heart through its appearance and taste.,3,5kg,8,0
63de567a8e4d0f2396cf9f8e,rohitshaw340@gmail.com,Vegetables,Desi Tomato,17,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/full_screen/pro_445675.jpg?ts=1648018233","Tomatoes are a significant source of umami flavor.The tomato is consumed in diverse ways, raw or cooked, in many dishes, sauces, salads, and drinks. While tomatoes are fruits—botanically classified as berries—they are commonly used culinarily as a vegetable ingredient or side dish.",17,500g,21,0
64a930ee7fbb5d0a9e8ddbfd,rohitshaw340@gmail.com,Fruits,Orange Carrot,50,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/sliding_image/3913a.jpg?ts=1687759069",Good for Eyes,5,500g,20,0
64a949d14e473d9f5d2fdf28,rohitshaw340@gmail.com,Dairy,Milk,33,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/sliding_image/19924a.jpg?ts=1687948394","Key Features\n\nWholesome, tasty and healthy\nPasteurised full cream milk\nRich in calcium\nIngredients\n\nMilk Solids, Water\nUnit\n\n500ml\nPackaging Type\n\nPolypack\nShelf Life\n\n2 days\nFSSAI License\n\n10014011001895\nCountry Of Origin\n\nIndia\nCustomer Care Details\n\nEmail: info@blinkit.com\nExpiry Date\n\nPlease refer to the packaging of the product for expiry date.\nSeller\n\nBigway Marketing Private Limited\nSeller FSSAI\n\n13323999000312\nDescription\n\nWholesome and healthy, Mother Dairy Full Cream Milk is rich in protein and calcium that can be consumed directly or can be used in making tea, coffee, sweets, khoya, curd, buttermilk, ghee etc. Full Cream Milk is a power-pack of nutrients that's essential for growing kids.\nDisclaimer\n\nEvery effort is made to maintain the accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.",3,500ml,50,0
64a9c4169178ef4f5bf8d124,rohit@gmail.com,Fruits,Orange,10,https://static9.depositphotos.com/1642482/1148/i/950/depositphotos_11489401-stock-photo-orange-fruit.jpg,Fresh\nCheap\nBeneficial,8,10 Kg,1000,0
6543b1e59fe747b04782225e,rohit@gmail.com,Groceries,Chicken,210,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/full_screen/pro_474769.jpg?ts=1695814073","Ingredients\n\nFresh Chicken Meat\nUnit\n\n450 g\nNutrition Information\n\nEnergy :195Kcal,Protein : 29.55 g,Fat: 7.72 g,Carbo: 0 g ,Sodium : 394mg,potassium : 243 mg,Cholestrol : 83mg\nPackaging Type\n\nVacuum Pack\nFresh/Frozen\n\nFresh\nCut Type\n\nCurry Cut\nIngredient Type\n\nAntibiotic Residue Free\nShelf Life\n\n4 days\nManufacturer Details\n\nGlobal Commodities. C5/56 First floor Vasant Kunj - 110070\nMarketed By\n\nGlobal Commodities, Vasant Kunj, New Delhi-110070\nFSSAI License\n\n3.02107091083e+16\nCountry Of Origin\n\nIndia\nCustomer Care Details\n\nEmail: info@blinkit.com\nExpiry Date\n\nPlease refer to the packaging of the product for expiry date.\nSeller\n\nFNV RETAIL PRIVATE LIMITED\nSeller FSSAI\n\n13322010000788\nDescription\n\nChicken is one of the most popular types of meat. It’s not only widely available and easy to prepare but also easily found in several preparations and varieties. It is delicious & fresh. It is rich in an array of important nutrients and can be an excellent addition to a healthy, well-rounded diet.\nDisclaimer\n\nEvery effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.",23,450 g,30,0
6543b2d1052905ecd7849766,rohit@gmail.com,Snacks,Cornflakes,110,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/full_screen/pro_19397.jpg?ts=1685980106","Kellogg’s Corn Flakes is a nourishing and tasty ready-to-eat breakfast cereal which is High in Iron, Vitamin C and key essential B group Vitamins such as B1, B2, B3, B6, B12 and Folate. Kellogg’s Corn Flakes Original is naturally cholesterol free. It contains only 1% Fat.",5,250 g,30,0
6543b309052905ecd784976a,rohit@gmail.com,Snacks,Biscuit,60,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/full_screen/pro_442438.jpg?ts=1684833858","Return Policy\n\nThis Item is non-returnable. For a damaged, defective, incorrect or expired item, you can request a replacement within 72 hours of delivery.\nIn case of an incorrect item, you may raise a replacement or return request only if the item is sealed/ unopened/ unused and in original condition.\nExpiry Date\n\nPlease refer to the packaging of the product for expiry date.\nSeller\n\nFNV RETAIL PRIVATE LIMITED\nSeller FSSAI\n\n13322010000788\nDescription\n\nExperience the lip-smacking and irresistible taste of Sunfeast Bounce Tangy Orange Cream Biscuit. Savour the rich orange cream resting between two crisp biscuits, which will leave everyone asking for more.\nDisclaimer\n\nEvery effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.",5,58 g,30,0
6543b60e9fe747b047822286,rohit@gmail.com,Snacks,Coffee,100,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/sliding_image/72914a.jpg?ts=1687759072",Coffee \nHot,10,1,500,0
6543b77b2d59826b9d508972,rohit@gmail.com,Dairy,Bournvita,130,"https://www.bigbasket.com/media/uploads/p/l/162275_21-bournvita-chocolate-health-drink-bournvita.jpg?tr=w-1080,q=80",Bournvita\nEnergy,10,1,200,0
6543b7af2fbba4c3f63c0313,rohit@gmail.com,Dairy,Jam,130,https://www.simpleskincare.com/sk-eu/content/dam/brands/kissan/india/2237144-8901030535048.png,Kissan Jam\nHealthy,10,1,200,0
6543b7df2fbba4c3f63c0316,rohit@gmail.com,Snacks,Maggi,130,https://www.quickpantry.in/cdn/shop/products/Rs.12_500x500.jpg?v=1595193757,Maggi,10,1,200,0
6543b8082fbba4c3f63c0319,rohit@gmail.com,Groceries,Sugar,130,https://www.tasteofhome.com/wp-content/uploads/2019/11/sugar-shutterstock_615908132.jpg?fit=700%2C800,Sugar,10,1,200,0
6543b8712fbba4c3f63c031d,rohit@gmail.com,Snacks,Tea,130,https://www.suvidhasupermart.com/uploads/suvidha-supermart/products/tata-tea-life-250g-917768_s.jpg,tea,10,1,199,0
6543e36a27519db096557ba2,rohit@gmail.com,Vegetable,Brinjal,50,https://seed2plant.in/cdn/shop/products/violetbrinjalseeds.jpg?v=1603436778,Brinjal,5,3,500,0
6543e39027519db096557ba5,rohit@gmail.com,Vegetable,Ginger,50,"https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=85,metadata=none,w=120,h=120/app/images/products/sliding_image/467652a.jpg?ts=1691659438",Ginger,5,3,500,0
6543e3b427519db096557ba8,rohit@gmail.com,Vegetable,Garlic,50,https://cdn-jdgil.nitrocdn.com/zHpQkxMUZpgOaCxsHmmYHPUOgFHgLdJA/assets/images/optimized/rev-3619abc/www.eatrightbasket.com/wp-content/uploads/2019/02/SS_Veg_19.jpg,Garlic,5,3,500,0
6543e3dc27519db096557bab,rohit@gmail.com,Groceries,Egg,50,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMQEhUQEBAPDxUQFRUPEBAQFRAPEBEPFREWFhUSFRUYHSggGBolHRUVITEhJSkrLi4uFx8zODMsNygtLisBCgoKDg0OGxAQGi0lHSUtLS0tLS0tLS0tLSsrLS0uLS0tLS0tLS0tLi03LS0tLS0tKy4tLS0tLS0tLS0tLS0rK//AABEIALcBEwMBIgACEQEDEQH/xAAbAAEAAgMBAQAAAAAAAAAAAAAABAUBAwYCB//EADcQAAICAQIDBgMGBQUBAAAAAAABAgMEESEFEjEGE0FRYXEiMoFCkaGx4fEUQ1JiwWOCktHwI//EABkBAQACAwAAAAAAAAAAAAAAAAABBAIDBf/EACMRAQACAgICAgIDAAAAAAAAAAABAgMRBBIhMUFRMmETM0L/2gAMAwEAAhEDEQA/APuIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGG9OuwGQalkQ/rj96NqAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFdxriPcw2+aW0fT1ImdRtMRMzqHji3GFT8MdJT8vCPv/ANHNX5s7HrOTf5L2RFdjk9W9W92/U3VxOflzTafDpYsNaR+3pNkrFz51v4ZP26r7jXGB4nE1VvavlnNYt4l1fDuIRuXlJdY/5RNOHx73CSlF6NdDscPIVkFNePVeT8UdDDl7x+1DNi6T49N4ANzQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHibASnocLxnO721vXZbR9kdPxrJ5KpPzXKvrscI57lfkW1XS1xa7naXUTKSFSydQznx7X5SoxNdyNyZptZnPprj2hyZe9msn4nW/tLVe6/T8ihtZK4Xfy2QflJa+z2ZngtqyM1e1JdsAeLLFFc0mkl1b2Ok5b2ChzO0SW1a1/ul0+iKuzjdr+217JI02z0r8t9ePezsgcbVxq1fzG/dJotsDj6ltYlH+5dPqhXPSxbj3r5XgMReu6316MybmgAAAAAAAAAAAAAAAAAAAAAAABhs0WyNk2RL5EoUfai7/wCaXnL8l+pyMZbnR9p5fAvRs5ONm5S5LocX8VvTIn0SKimwmVWlOFuYWqkarpGmNxqstMplhFWLZGiN/LJe5icyBfb8SS8WkvvMImYlt1uH1G3LjCDnJ6JLVnG8S4xK+XlFfLFdF6+rI3aPi/e29zB/BU9Hp0lNbN/ToQ6om/k8md9aq3H40Vjtb2kJ6m6FRiiJZVVlWsdvaxadIE6dDWnoWlsEVtyJtHX0is7XnZ7iejVUns/l9JeXszpj5xVPR+R33D8jvK4z81v7rZnS42TtXUufysfW24SQAWVUAAAAAAAAAAAAAAAAAAAw2GeZMIa7GQcmRLsZCyCRQccXNB+m5xNs9GdznHz/AI1rC1x8Oq9iryY8bX+FO56rGi8m13HN1XkyvKKEwvzC+Vx5lcVUcr1MSyiNSjSdbeUfE+JckouPzc8eX311TfojxmcQS13K2cW4wul/Ns5a1/pxi+aX1lp/xM6Un39MvEe/l0vDvDx9y3gv/f4KPh8i6olt5lafbKyfQ9CdC3YrIS0NsbTZWdNNo2mW2ldfM922kK20i87TWNPXena9lbNadPKTX4JnAqW53PZNaUt+cn+SLvDhV5n4r4GEZL7nAAAAAAAAAAAAAADAAyY1MNmGyUMtkLOz4VfM9/CK6/oaeMcR7mO3zS2iv8nJyucm3Jtt7tvxNOXL0b8OHv5n0uruMyfypR/Fmh5s39r8EQKyTCJTnNeflcjDSPhrvcpHJ9qsCcoc8Y6yhutOkl4xfkdnyGuyvXqh/LbWp8wyrStbdq+JfI8fOUuj9GvFPyZv/ijoO0vZCFkndTrVN/NyfLP1a6anKvhV6enwy9U2n9U+ginb0tTmp/rwmxy2HkM94vDJ6b9fctMbhMfHf08DbXDMq+Tk0r8qfA4ZLInrPVVp7/3eiLDtPt3KSSUeZJLolpFJF7XTotlpp5FR2lp1gpf0S/Bm62OK45iFbHnm+asz6OHz2RdY89Vpr7HMcPv2Rb03nJtDp2W0LjZGf7FbC79z08kxY6T3auj12IN1hotydepHc9TKImT0sMb4mfSOD093VCPktX7vc4rszhc81JraO79X4I7uhnV49OtXL5WTtbSZFno8RPZvVQAAAAAAAAAADBlmAgMA8tkg2apyMzkRbbAOS47m890t9o/CvZEWqRAy7Hzv3f5m7HsObmmZs6uKNVhbVMmUlbTMm1WmqrKU1o0WRPUbTXOZnZjDTZEoeJ8PWvPFe5fyZCyUY0vNLbhlasXrqVPTiE2vFJmHVzL22ZNjjnVidxuHKtE1nUqx0Fbn43MnF+K0OkspK3LpCInU7fPHF1ScWujJtWR6ltxTh6s9GvEobceUHo0c/Lh1LsYuRF4WEckSyiqTZuppbZp/ibu8JSu16FvwjCc2loa+GcIb012Ot4fjKC0ivr5lrDg+ZUs/JiPELPhtChFRj9fVl1QV2LEsqUXXOmdpUT2a4ntBDIAISAAAAAAAAwYMmGShhniTPTNc2BqskQMiwlXMrMqQHE8cjyWy8m9V9dzRi5CLXtBRzrmXVdfY5V3ODKWannbo4L7q6im9Eiu45vGzfUn15JWmFjS+ruNneFNXkm9ZA2aT5WEe2RHd54lcYSmFhwWXxyj6a/cXiqOf4C9bv9rOpjE6XH/CHN5P9iHZWV2TSXc4EO+o3q7mcqgr7cfXqjpMigg2YxExtMTMelHHh8fIm42FFdIk2OMS6MciKV+mc5bz8sY1Ja41RrooLGisya2/HgTq0aKokqCA2RPaPKPQAAEJAAAAAAAAYMMyzDJQ8s1TNrNMwItxV5RaXFbkoChzTmeJYeu8f2OqzIFNkQMbV22UvNZclNygzfRnllk4ql6MqsjAaexVviX8eaLLCrP9STHN9Tn+4kvM2QjL1NM45bu0Og/jDMMjUp6YTe2jOj4Rwltpz2X4smuGZlhfLWsL3sxj6J2P7Wy9vFnSQRBw4aJJLRLZIsIIv1r1jTmXt2tthxNFlZM0PDgZMFZbQRpYxcSqPDpAqo4xIrxyaqTZGkDTVUSq4HuFZujABCJuijEYmxIDKMmEZISAAAAAAAAAADDDMmGSh4kapm6RqmgIlqIF8SysRDuiBS5NZVZFJ0F9ZX3VAc/bjkeVJeWUGiWOBT9x6I21468kWH8Obq8cjrDLvb7asTHS8EXWJUacfHLTGqJRM7SceBMgjVVAlQQQco5TYkelEDTyDuzfymeUCOqz0oG7lMqIHiMD2onpIzoASMoGSAAASAAAAAAAAAAAYAAwzXJGQShomiLZEACJbAiWVGABHnSanQAAVBuroAAmVUk2qsACVCJvigANiRlIAD1oNAAM6DQADJkAgAAEgAAAAAAAAAA//9k=",Egg,5,3,500,0
6543e40a27519db096557bae,rohit@gmail.com,Dairy,Horlicks,50,https://m.media-amazon.com/images/I/61KvK4RMsBL.jpg,horlicks,5,3,500,0
6543e42b27519db096557bb1,rohit@gmail.com,Vegetable,Pea,50,https://www.allthatgrows.in/cdn/shop/products/Peas_1600x.jpg?v=1598082087,pea ,5,3,500,0
